pname	PID	interID	NumberID
phospholipids as signalling intermediaries(BioCarta)	100183	102836	102082
phospholipids as signalling intermediaries(BioCarta)	100183	102836	100735
phospholipids as signalling intermediaries(BioCarta)	100183	102836	100735
lectin induced complement pathway(BioCarta)	100118	101688	101663
lectin induced complement pathway(BioCarta)	100118	101688	101664
lectin induced complement pathway(BioCarta)	100118	101688	101662
mapkinase signaling pathway(BioCarta)	100113	101621	26500
mapkinase signaling pathway(BioCarta)	100113	101621	26500
mapkinase signaling pathway(BioCarta)	100113	101621	100064
mechanism of protein import into the nucleus(BioCarta)	100090	101230	101150
mechanism of protein import into the nucleus(BioCarta)	100090	101230	101150
mechanism of protein import into the nucleus(BioCarta)	100090	101230	101142
apoptotic signaling in response to dna damage(BioCarta)	100204	103107	100632
apoptotic signaling in response to dna damage(BioCarta)	100204	103107	100632
apoptotic signaling in response to dna damage(BioCarta)	100204	103107	26505
phosphorylation of mek1 by cdk5/p35 down regulates the map kinase pathway(BioCarta)	100210	103214	102225
phosphorylation of mek1 by cdk5/p35 down regulates the map kinase pathway(BioCarta)	100210	103214	102225
phosphorylation of mek1 by cdk5/p35 down regulates the map kinase pathway(BioCarta)	100210	103214	26549
phosphorylation of mek1 by cdk5/p35 down regulates the map kinase pathway(BioCarta)	100210	103214	26550
the co-stimulatory signal during t-cell activation(BioCarta)	100193	102951	26759
the co-stimulatory signal during t-cell activation(BioCarta)	100193	102951	26759
the co-stimulatory signal during t-cell activation(BioCarta)	100193	102951	102123
telomeres telomerase cellular aging and immortality(BioCarta)	100021	100303	26539
telomeres telomerase cellular aging and immortality(BioCarta)	100021	100303	26539
telomeres telomerase cellular aging and immortality(BioCarta)	100021	100303	100889
igf-1 signaling pathway(BioCarta)	100136	101976	100203
igf-1 signaling pathway(BioCarta)	100136	101976	100203
igf-1 signaling pathway(BioCarta)	100136	101976	26501
phospholipids as signalling intermediaries(BioCarta)	100183	102815	100401
phospholipids as signalling intermediaries(BioCarta)	100183	102815	102079
phospholipids as signalling intermediaries(BioCarta)	100183	102815	26772
signal transduction through il1r(BioCarta)	100132	101913	100792
signal transduction through il1r(BioCarta)	100132	101913	100792
signal transduction through il1r(BioCarta)	100132	101913	101792
signal transduction through il1r(BioCarta)	100132	101913	100043
links between pyk2 and map kinases(BioCarta)	100057	100772	100735
links between pyk2 and map kinases(BioCarta)	100057	100772	100735
links between pyk2 and map kinases(BioCarta)	100057	100772	101196
ß-arrestins in gpcr desensitization(BioCarta)	100231	103517	100281
ß-arrestins in gpcr desensitization(BioCarta)	100231	103517	100281
multiple antiapoptotic pathways from igf-1r signaling lead to bad phosphorylation(BioCarta)	100135	101957	100694
multiple antiapoptotic pathways from igf-1r signaling lead to bad phosphorylation(BioCarta)	100135	101957	100694
multiple antiapoptotic pathways from igf-1r signaling lead to bad phosphorylation(BioCarta)	100135	101957	101802
sprouty regulation of tyrosine kinase signals(BioCarta)	100029	100414	100694
sprouty regulation of tyrosine kinase signals(BioCarta)	100029	100414	100694
sprouty regulation of tyrosine kinase signals(BioCarta)	100029	100414	100968
fibrinolysis pathway(BioCarta)	100164	102514	28140
fibrinolysis pathway(BioCarta)	100164	102514	28140
fibrinolysis pathway(BioCarta)	100164	102514	101959
mcalpain and friends in cell motility(BioCarta)	100111	101580	26804
mcalpain and friends in cell motility(BioCarta)	100111	101580	26804
mcalpain and friends in cell motility(BioCarta)	100111	101580	26549
mcalpain and friends in cell motility(BioCarta)	100111	101580	26550
overview of telomerase protein component gene htert transcriptional regulation(BioCarta)	100019	100282	100867
overview of telomerase protein component gene htert transcriptional regulation(BioCarta)	100019	100282	100865
downregulated of mta-3 in er-negative breast tumors(BioCarta)	100102	101452	10
downregulated of mta-3 in er-negative breast tumors(BioCarta)	100102	101452	101546
downregulated of mta-3 in er-negative breast tumors(BioCarta)	100102	101452	101545
links between pyk2 and map kinases(BioCarta)	100057	100778	101197
links between pyk2 and map kinases(BioCarta)	100057	100778	100694
links between pyk2 and map kinases(BioCarta)	100057	100778	100696
calcium signaling by hbx of hepatitis b virus(BioCarta)	100150	102218	101876
calcium signaling by hbx of hepatitis b virus(BioCarta)	100150	102218	101876
calcium signaling by hbx of hepatitis b virus(BioCarta)	100150	102218	101872
cyclins and cell cycle regulation(BioCarta)	100207	103159	100122
cyclins and cell cycle regulation(BioCarta)	100207	103159	101004
cyclins and cell cycle regulation(BioCarta)	100207	103159	101005
cyclins and cell cycle regulation(BioCarta)	100207	103159	102207
cell cycle: g1/s check point(BioCarta)	100160	102379	101291
cell cycle: g2/m checkpoint(BioCarta)	100159	102379	101291
cell cycle: g1/s check point(BioCarta)	100160	102379	101291
cell cycle: g2/m checkpoint(BioCarta)	100159	102379	101291
inhibition of cellular proliferation by gleevec(BioCarta)	100154	102296	100202
inhibition of cellular proliferation by gleevec(BioCarta)	100154	102296	100202
inhibition of cellular proliferation by gleevec(BioCarta)	100154	102296	26550
mets affect on macrophage differentiation(BioCarta)	100169	102589	101984
mets affect on macrophage differentiation(BioCarta)	100169	102589	101985
mets affect on macrophage differentiation(BioCarta)	100169	102589	101989
fas signaling pathway (cd95)(BioCarta)	100167	102560	100052
fas signaling pathway (cd95)(BioCarta)	100167	102560	100580
fas signaling pathway (cd95)(BioCarta)	100167	102560	100383
melanocyte development and pigmentation pathway(BioCarta)	100108	101536	100200
melanocyte development and pigmentation pathway(BioCarta)	100108	101536	101590
mapkinase signaling pathway(BioCarta)	100113	101607	100057
mapkinase signaling pathway(BioCarta)	100113	101607	100057
mapkinase signaling pathway(BioCarta)	100113	101607	100044
phosphoinositides and their downstream targets(BioCarta)	100059	100809	101201
phosphoinositides and their downstream targets(BioCarta)	100059	100809	101201
phosphoinositides and their downstream targets(BioCarta)	100059	100809	101203
actions of nitric oxide in the heart(BioCarta)	100094	101261	100403
actions of nitric oxide in the heart(BioCarta)	100094	101261	100403
actions of nitric oxide in the heart(BioCarta)	100094	101261	235
actions of nitric oxide in the heart(BioCarta)	100094	101261	100688
nfat and hypertrophy of the heart (BioCarta)	100098	101368_1	101491
nfat and hypertrophy of the heart (BioCarta)	100098	101368_1	101070
caspase cascade in apoptosis(BioCarta)	100218	103309	100127
caspase cascade in apoptosis(BioCarta)	100218	103309	100127
caspase cascade in apoptosis(BioCarta)	100218	103309	100379
il-7 signal transduction(BioCarta)	100125	101805	26733
il-7 signal transduction(BioCarta)	100125	101805	26733
il-7 signal transduction(BioCarta)	100125	101805	101732
nfat and hypertrophy of the heart (BioCarta)	100098	100086	26531
trefoil factors initiate mucosal healing(BioCarta)	100018	100086	26531
actions of nitric oxide in the heart(BioCarta)	100094	100086	26531
vegf hypoxia and angiogenesis(BioCarta)	100006	100086	26531
trka receptor signaling pathway(BioCarta)	100011	100086	26531
role of nicotinic acetylcholine receptors in the regulation of apoptosis(BioCarta)	100255	100086	26531
inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages(BioCarta)	100152	100086	26531
phospholipids as signalling intermediaries(BioCarta)	100183	100086	26531
transcription factor creb and its extracellular signals(BioCarta)	100198	100086	26531
the igf-1 receptor and longevity(BioCarta)	100115	100086	26531
control of skeletal myogenesis by hdac and calcium/calmodulin-dependent kinase (camk)(BioCarta)	100148	100086	26531
il-2 receptor beta chain in t cell activation(BioCarta)	100129	100086	26531
b cell survival pathway(BioCarta)	100228	100086	26531
akt signaling pathway(BioCarta)	100245	100086	26531
role of erk5 in neuronal survival pathway(BioCarta)	100171	100086	26531
phosphoinositides and their downstream targets(BioCarta)	100059	100086	26531
role of erbb2 in signal transduction and oncology(BioCarta)	100147	100086	26531
phospholipase c signaling pathway(BioCarta)	100069	100086	26531
ras signaling pathway(BioCarta)	100047	100086	26531
regulation of bad phosphorylation(BioCarta)	100233	100086	26531
influence of ras and rho proteins on g1 to s transition(BioCarta)	100054	100086	26531
human cytomegalovirus and map kinase pathways(BioCarta)	100149	100086	26531
corticosteroids and cardioprotection(BioCarta)	100156	100086	26531
nfat and hypertrophy of the heart (BioCarta)	100098	100086	26531
trefoil factors initiate mucosal healing(BioCarta)	100018	100086	26531
actions of nitric oxide in the heart(BioCarta)	100094	100086	26531
vegf hypoxia and angiogenesis(BioCarta)	100006	100086	26531
trka receptor signaling pathway(BioCarta)	100011	100086	26531
role of nicotinic acetylcholine receptors in the regulation of apoptosis(BioCarta)	100255	100086	26531
inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages(BioCarta)	100152	100086	26531
phospholipids as signalling intermediaries(BioCarta)	100183	100086	26531
transcription factor creb and its extracellular signals(BioCarta)	100198	100086	26531
the igf-1 receptor and longevity(BioCarta)	100115	100086	26531
control of skeletal myogenesis by hdac and calcium/calmodulin-dependent kinase (camk)(BioCarta)	100148	100086	26531
il-2 receptor beta chain in t cell activation(BioCarta)	100129	100086	26531
b cell survival pathway(BioCarta)	100228	100086	26531
akt signaling pathway(BioCarta)	100245	100086	26531
role of erk5 in neuronal survival pathway(BioCarta)	100171	100086	26531
phosphoinositides and their downstream targets(BioCarta)	100059	100086	26531
role of erbb2 in signal transduction and oncology(BioCarta)	100147	100086	26531
phospholipase c signaling pathway(BioCarta)	100069	100086	26531
ras signaling pathway(BioCarta)	100047	100086	26531
regulation of bad phosphorylation(BioCarta)	100233	100086	26531
influence of ras and rho proteins on g1 to s transition(BioCarta)	100054	100086	26531
human cytomegalovirus and map kinase pathways(BioCarta)	100149	100086	26531
corticosteroids and cardioprotection(BioCarta)	100156	100086	26531
nfat and hypertrophy of the heart (BioCarta)	100098	100086	100693
trefoil factors initiate mucosal healing(BioCarta)	100018	100086	100693
actions of nitric oxide in the heart(BioCarta)	100094	100086	100693
vegf hypoxia and angiogenesis(BioCarta)	100006	100086	100693
trka receptor signaling pathway(BioCarta)	100011	100086	100693
role of nicotinic acetylcholine receptors in the regulation of apoptosis(BioCarta)	100255	100086	100693
inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages(BioCarta)	100152	100086	100693
phospholipids as signalling intermediaries(BioCarta)	100183	100086	100693
transcription factor creb and its extracellular signals(BioCarta)	100198	100086	100693
the igf-1 receptor and longevity(BioCarta)	100115	100086	100693
control of skeletal myogenesis by hdac and calcium/calmodulin-dependent kinase (camk)(BioCarta)	100148	100086	100693
il-2 receptor beta chain in t cell activation(BioCarta)	100129	100086	100693
b cell survival pathway(BioCarta)	100228	100086	100693
akt signaling pathway(BioCarta)	100245	100086	100693
role of erk5 in neuronal survival pathway(BioCarta)	100171	100086	100693
phosphoinositides and their downstream targets(BioCarta)	100059	100086	100693
role of erbb2 in signal transduction and oncology(BioCarta)	100147	100086	100693
phospholipase c signaling pathway(BioCarta)	100069	100086	100693
ras signaling pathway(BioCarta)	100047	100086	100693
regulation of bad phosphorylation(BioCarta)	100233	100086	100693
influence of ras and rho proteins on g1 to s transition(BioCarta)	100054	100086	100693
human cytomegalovirus and map kinase pathways(BioCarta)	100149	100086	100693
corticosteroids and cardioprotection(BioCarta)	100156	100086	100693
mapkinase signaling pathway(BioCarta)	100113	101615	100061
mapkinase signaling pathway(BioCarta)	100113	101615	100061
mapkinase signaling pathway(BioCarta)	100113	101615	100052
mapkinase signaling pathway(BioCarta)	100113	101615	100062
mapkinase signaling pathway(BioCarta)	100113	101615	100062
toll-like receptor pathway(BioCarta)	100013	100177	100757
toll-like receptor pathway(BioCarta)	100013	100177	100757
toll-like receptor pathway(BioCarta)	100013	100177	100767
pten dependent cell cycle arrest and apoptosis(BioCarta)	100058	100800	26517
pten dependent cell cycle arrest and apoptosis(BioCarta)	100058	100800	26517
pten dependent cell cycle arrest and apoptosis(BioCarta)	100058	100800	101200
role of ß-arrestins in the activation and targeting of map kinases(BioCarta)	100229	103495	26549
role of ß-arrestins in the activation and targeting of map kinases(BioCarta)	100229	103495	100062
role of ß-arrestins in the activation and targeting of map kinases(BioCarta)	100229	103495	102289
role of ß-arrestins in the activation and targeting of map kinases(BioCarta)	100229	103495	100061
role of ß-arrestins in the activation and targeting of map kinases(BioCarta)	100229	103495	102290
role of ß-arrestins in the activation and targeting of map kinases(BioCarta)	100229	103495	100048
role of ß-arrestins in the activation and targeting of map kinases(BioCarta)	100229	103495	26550
regulation of ck1/cdk5 by type 1 glutamate receptors(BioCarta)	100201	103062	101941
